,pokemon,base_experience,height,name,order,weight,abilities,moves,types
1004,sinistea,62,1,sinistea,1038,2,"'weak-armor', 'cursed-body'","'psybeam', 'mega-drain', 'psychic', 'night-shade', 'confuse-ray', 'withdraw', 'metronome', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'sleep-talk', 'baton-pass', 'sweet-scent', 'shadow-ball', 'will-o-wisp', 'memento', 'facade', 'trick', 'skill-swap', 'imprison', 'astonish', 'aromatherapy', 'magical-leaf', 'calm-mind', 'payback', 'sucker-punch', 'dark-pulse', 'nasty-plot', 'trick-room', 'wonder-room', 'psyshock', 'foul-play', 'round', 'stored-power', 'ally-switch', 'shell-smash', 'hex', 'phantom-force', 'aromatic-mist', 'poltergeist', 'tera-blast'",'ghost'
1005,sirfetchd,177,8,sirfetchd,1049,1170,"'steadfast', 'scrappy'","'swords-dance', 'slam', 'sand-attack', 'body-slam', 'leer', 'peck', 'focus-energy', 'rest', 'substitute', 'snore', 'protect', 'detect', 'endure', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'sunny-day', 'rock-smash', 'facade', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'knock-off', 'iron-defense', 'leaf-blade', 'close-combat', 'assurance', 'poison-jab', 'brave-bird', 'defog', 'round', 'retaliate', 'final-gambit', 'work-up', 'first-impression', 'solar-blade', 'throat-chop', 'brutal-swing', 'meteor-assault', 'grassy-glide', 'coaching', 'dual-wingbeat'",'fighting'
1006,sizzlipede,61,7,sizzlipede,1034,10,"'flash-fire', 'white-smoke', 'flame-body'","'slam', 'wrap', 'bite', 'ember', 'fire-spin', 'smokescreen', 'defense-curl', 'leech-life', 'rest', 'substitute', 'flame-wheel', 'snore', 'protect', 'endure', 'rollout', 'attract', 'sleep-talk', 'sunny-day', 'crunch', 'heat-wave', 'facade', 'knock-off', 'bug-buzz', 'power-whip', 'bug-bite', 'venoshock', 'coil', 'round', 'scald', 'struggle-bug', 'heat-crash', 'lunge', 'fire-lash', 'burn-up', 'brutal-swing', 'skitter-smack', 'scorching-sands'","'fire', 'bug'"
1007,skarmory,163,17,skarmory,328,505,"'keen-eye', 'sturdy', 'weak-armor'","'swords-dance', 'cut', 'wing-attack', 'whirlwind', 'fly', 'sand-attack', 'fury-attack', 'double-edge', 'leer', 'roar', 'peck', 'drill-peck', 'counter', 'toxic', 'agility', 'mimic', 'double-team', 'swift', 'sky-attack', 'flash', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'spikes', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'metal-claw', 'hidden-power', 'twister', 'sunny-day', 'rock-smash', 'torment', 'facade', 'taunt', 'secret-power', 'air-cutter', 'rock-tomb', 'metal-sound', 'sand-tomb', 'aerial-ace', 'iron-defense', 'roost', 'natural-gift', 'feint', 'pluck', 'tailwind', 'payback', 'assurance', 'guard-swap', 'dark-pulse', 'night-slash', 'air-slash', 'x-scissor', 'brave-bird', 'flash-cannon', 'defog', 'iron-head', 'captivate', 'stealth-rock', 'ominous-wind', 'autotomize', 'round', 'sky-drop', 'confide', 'body-press', 'steel-beam', 'dual-wingbeat'","'steel', 'flying'"
1009,skiddo,70,9,skiddo,805,310,"'sap-sipper', 'grass-pelt'","'vine-whip', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'roar', 'surf', 'strength', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'dig', 'toxic', 'double-team', 'defense-curl', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'giga-drain', 'endure', 'rollout', 'swagger', 'milk-drink', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'nature-power', 'helping-hand', 'brick-break', 'secret-power', 'bullet-seed', 'bulk-up', 'mud-shot', 'magical-leaf', 'leaf-blade', 'payback', 'worry-seed', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'leaf-storm', 'grass-knot', 'round', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'horn-leech', 'grassy-terrain', 'play-rough', 'confide', 'stomping-tantrum', 'tera-blast', 'trailblaze'",'grass'
1010,skiploom,119,6,skiploom,283,10,"'chlorophyll', 'leaf-guard', 'infiltrator'","'swords-dance', 'headbutt', 'tackle', 'take-down', 'double-edge', 'tail-whip', 'absorb', 'mega-drain', 'leech-seed', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'flash', 'splash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'cotton-spore', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'psych-up', 'memento', 'facade', 'helping-hand', 'secret-power', 'silver-wind', 'bullet-seed', 'aerial-ace', 'bounce', 'magical-leaf', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'rage-powder', 'round', 'acrobatics', 'grassy-terrain', 'fairy-wind', 'confide', 'dazzling-gleam', 'infestation', 'pollen-puff', 'tera-blast', 'trailblaze'","'grass', 'flying'"
1011,skitty,52,6,skitty,403,110,"'cute-charm', 'normalize', 'wonder-skin'","'double-slap', 'headbutt', 'tackle', 'body-slam', 'double-edge', 'tail-whip', 'growl', 'sing', 'ice-beam', 'blizzard', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'mud-slap', 'foresight', 'icy-wind', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'uproar', 'facade', 'helping-hand', 'wish', 'assist', 'secret-power', 'hyper-voice', 'fake-tears', 'tickle', 'cosmic-power', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'wake-up-slap', 'natural-gift', 'payback', 'copycat', 'last-resort', 'sucker-punch', 'mud-bomb', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'simple-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'wild-charge', 'disarming-voice', 'play-rough', 'confide'",'normal'
1012,skorupi,66,8,skorupi,577,120,"'battle-armor', 'sniper', 'keen-eye'","'swords-dance', 'cut', 'whirlwind', 'sand-attack', 'headbutt', 'poison-sting', 'twineedle', 'pin-missile', 'leer', 'bite', 'strength', 'dig', 'toxic', 'agility', 'screech', 'double-team', 'confuse-ray', 'flash', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'taunt', 'brick-break', 'knock-off', 'secret-power', 'poison-fang', 'rock-tomb', 'aerial-ace', 'poison-tail', 'natural-gift', 'acupressure', 'payback', 'assurance', 'fling', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'night-slash', 'aqua-tail', 'x-scissor', 'bug-buzz', 'cross-poison', 'captivate', 'bug-bite', 'hone-claws', 'venoshock', 'round', 'struggle-bug', 'fell-stinger', 'confide', 'infestation', 'skitter-smack'","'poison', 'bug'"
1013,skrelp,64,5,skrelp,825,73,"'poison-point', 'poison-touch', 'adaptability'","'tackle', 'take-down', 'tail-whip', 'acid', 'water-gun', 'hydro-pump', 'surf', 'thunderbolt', 'toxic', 'double-team', 'smokescreen', 'haze', 'waterfall', 'bubble', 'acid-armor', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'icy-wind', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'shadow-ball', 'hail', 'facade', 'secret-power', 'dive', 'camouflage', 'bounce', 'mud-shot', 'poison-tail', 'shock-wave', 'water-pulse', 'toxic-spikes', 'aqua-tail', 'dragon-pulse', 'gunk-shot', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'scald', 'dragon-tail', 'play-rough', 'confide', 'venom-drench', 'liquidation', 'scale-shot', 'flip-turn', 'tera-blast', 'snowscape', 'chilling-water'","'poison', 'water'"
1014,skuntank,168,10,skuntank,563,380,"'stench', 'aftermath', 'keen-eye'","'scratch', 'cut', 'headbutt', 'body-slam', 'take-down', 'bite', 'roar', 'flamethrower', 'hyper-beam', 'strength', 'fire-spin', 'dig', 'toxic', 'screech', 'double-team', 'smokescreen', 'focus-energy', 'fire-blast', 'swift', 'poison-gas', 'explosion', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'memento', 'facade', 'taunt', 'helping-hand', 'snatch', 'secret-power', 'poison-tail', 'natural-gift', 'feint', 'payback', 'assurance', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'night-slash', 'giga-impact', 'nasty-plot', 'shadow-claw', 'defog', 'gunk-shot', 'captivate', 'hone-claws', 'venoshock', 'acid-spray', 'foul-play', 'round', 'hex', 'incinerate', 'tail-slap', 'snarl', 'belch', 'play-rough', 'confide', 'venom-drench', 'throat-chop', 'burning-jealousy', 'lash-out', 'corrosive-gas', 'tera-blast', 'trailblaze'","'poison', 'dark'"
1015,skwovet,55,3,skwovet,1000,25,"'cheek-pouch', 'gluttony'","'tackle', 'body-slam', 'take-down', 'tail-whip', 'bite', 'counter', 'dig', 'defense-curl', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'protect', 'belly-drum', 'mud-slap', 'endure', 'rollout', 'attract', 'sleep-talk', 'iron-tail', 'crunch', 'uproar', 'stockpile', 'spit-up', 'swallow', 'facade', 'hyper-voice', 'bullet-seed', 'mud-shot', 'gyro-ball', 'payback', 'assurance', 'fling', 'last-resort', 'seed-bomb', 'round', 'tail-slap', 'belch', 'brutal-swing', 'stuff-cheeks', 'tera-blast', 'trailblaze'",'normal'
1016,slaking,252,20,slaking,392,1305,'truant',"'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'metronome', 'fire-blast', 'amnesia', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'flail', 'reversal', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'icy-wind', 'outrage', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'yawn', 'secret-power', 'slack-off', 'hyper-voice', 'rock-tomb', 'aerial-ace', 'block', 'bulk-up', 'mud-shot', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'punishment', 'sucker-punch', 'poison-jab', 'seed-bomb', 'x-scissor', 'drain-punch', 'focus-blast', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'rock-climb', 'gunk-shot', 'captivate', 'hone-claws', 'smack-down', 'heavy-slam', 'low-sweep', 'after-you', 'round', 'chip-away', 'incinerate', 'quash', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'play-rough', 'confide', 'power-up-punch', 'throat-chop', 'stomping-tantrum', 'body-press', 'tera-blast', 'pounce', 'trailblaze', 'chilling-water'",'normal'
1017,slakoth,56,8,slakoth,390,240,'truant',"'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'toxic', 'mimic', 'double-team', 'metronome', 'fire-blast', 'amnesia', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'pursuit', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'yawn', 'secret-power', 'slack-off', 'crush-claw', 'rock-tomb', 'tickle', 'aerial-ace', 'bulk-up', 'mud-shot', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'sucker-punch', 'poison-jab', 'night-slash', 'seed-bomb', 'x-scissor', 'shadow-claw', 'zen-headbutt', 'gunk-shot', 'captivate', 'hone-claws', 'after-you', 'round', 'chip-away', 'incinerate', 'retaliate', 'work-up', 'play-rough', 'confide', 'power-up-punch', 'throat-chop', 'tera-blast', 'chilling-water'",'normal'
1018,sliggoo,158,8,sliggoo,839,175,"'sap-sipper', 'hydration', 'gooey'","'tackle', 'body-slam', 'take-down', 'water-gun', 'ice-beam', 'blizzard', 'absorb', 'thunderbolt', 'thunder', 'toxic', 'double-team', 'bide', 'bubble', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'secret-power', 'muddy-water', 'mud-shot', 'shock-wave', 'water-pulse', 'dragon-pulse', 'draco-meteor', 'sludge-wave', 'acid-spray', 'round', 'confide', 'infestation', 'skitter-smack', 'tera-blast', 'chilling-water'",'dragon'
1021,slowbro,172,16,slowbro,127,785,"'oblivious', 'own-tempo', 'regenerator'","'mega-punch', 'pay-day', 'ice-punch', 'stomp', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'slack-off', 'weather-ball', 'signal-beam', 'muddy-water', 'aerial-ace', 'iron-defense', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'razor-shell', 'confide', 'psychic-terrain', 'liquidation', 'body-press', 'expanding-force', 'tera-blast', 'snowscape', 'chilling-water'","'water', 'psychic'"
1022,slowbro-galar,172,16,slowbro-galar,129,705,"'quick-draw', 'own-tempo', 'regenerator'","'mega-punch', 'pay-day', 'ice-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'growl', 'disable', 'acid', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'thunder-wave', 'earthquake', 'dig', 'confusion', 'psychic', 'withdraw', 'light-screen', 'metronome', 'fire-blast', 'waterfall', 'swift', 'amnesia', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'icy-wind', 'sandstorm', 'endure', 'attract', 'sleep-talk', 'safeguard', 'iron-tail', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'helping-hand', 'trick', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'dive', 'slack-off', 'weather-ball', 'muddy-water', 'iron-defense', 'mud-shot', 'calm-mind', 'rock-blast', 'water-pulse', 'brine', 'fling', 'poison-jab', 'power-gem', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'ice-fang', 'zen-headbutt', 'trick-room', 'gunk-shot', 'grass-knot', 'wonder-room', 'psyshock', 'venoshock', 'sludge-wave', 'acid-spray', 'foul-play', 'round', 'stored-power', 'scald', 'heal-pulse', 'bulldoze', 'razor-shell', 'psychic-terrain', 'brutal-swing', 'liquidation', 'body-press', 'expanding-force', 'shell-side-arm', 'tera-blast', 'snowscape', 'chilling-water'","'poison', 'psychic'"
1023,slowbro-mega,207,20,slowbro-mega,128,1200,'shell-armor',"'pay-day', 'ice-punch', 'stomp', 'headbutt', 'tackle', 'growl', 'disable', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'dig', 'toxic', 'confusion', 'psychic', 'teleport', 'double-team', 'withdraw', 'light-screen', 'reflect', 'fire-blast', 'amnesia', 'dream-eater', 'flash', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'hail', 'facade', 'focus-punch', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'secret-power', 'dive', 'slack-off', 'signal-beam', 'aerial-ace', 'iron-defense', 'block', 'calm-mind', 'water-pulse', 'fling', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'zen-headbutt', 'trick-room', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'confide'","'water', 'psychic'"
1024,slowking,172,20,slowking,130,795,"'oblivious', 'own-tempo', 'regenerator'","'mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'dig', 'toxic', 'confusion', 'psychic', 'mimic', 'double-team', 'light-screen', 'reflect', 'metronome', 'fire-blast', 'waterfall', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'slack-off', 'weather-ball', 'rock-tomb', 'signal-beam', 'muddy-water', 'iron-defense', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'trump-card', 'aqua-tail', 'power-gem', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'scald', 'heal-pulse', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'razor-shell', 'confide', 'power-up-punch', 'laser-focus', 'psychic-terrain', 'liquidation', 'expanding-force', 'tera-blast', 'chilly-reception', 'snowscape', 'chilling-water'","'water', 'psychic'"
1025,slowking-galar,172,18,slowking-galar,131,795,"'curious-medicine', 'own-tempo', 'regenerator'","'mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'growl', 'disable', 'acid', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'thunder-wave', 'earthquake', 'dig', 'toxic', 'confusion', 'psychic', 'light-screen', 'metronome', 'fire-blast', 'waterfall', 'swift', 'amnesia', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'safeguard', 'iron-tail', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'taunt', 'trick', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'dive', 'slack-off', 'weather-ball', 'muddy-water', 'iron-defense', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'fling', 'toxic-spikes', 'poison-jab', 'power-gem', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'gunk-shot', 'grass-knot', 'wonder-room', 'psyshock', 'venoshock', 'sludge-wave', 'low-sweep', 'acid-spray', 'foul-play', 'round', 'stored-power', 'scald', 'heal-pulse', 'hex', 'bulldoze', 'razor-shell', 'snarl', 'venom-drench', 'psychic-terrain', 'stomping-tantrum', 'liquidation', 'expanding-force', 'eerie-spell', 'tera-blast', 'chilly-reception', 'chilling-water'","'poison', 'psychic'"
1026,slowpoke,63,12,slowpoke,125,360,"'oblivious', 'own-tempo', 'regenerator'","'pay-day', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'mud-sport', 'slack-off', 'weather-ball', 'signal-beam', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'me-first', 'aqua-tail', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'belch', 'confide', 'psychic-terrain', 'liquidation', 'expanding-force', 'tera-blast', 'snowscape', 'chilling-water'","'water', 'psychic'"
1027,slowpoke-galar,63,12,slowpoke-galar,126,360,"'gluttony', 'own-tempo', 'regenerator'","'pay-day', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'growl', 'disable', 'acid', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'thunder-wave', 'earthquake', 'dig', 'confusion', 'psychic', 'light-screen', 'fire-blast', 'waterfall', 'swift', 'amnesia', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'belly-drum', 'icy-wind', 'endure', 'attract', 'sleep-talk', 'safeguard', 'iron-tail', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'helping-hand', 'trick', 'yawn', 'skill-swap', 'imprison', 'dive', 'slack-off', 'weather-ball', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'avalanche', 'zen-headbutt', 'trick-room', 'grass-knot', 'wonder-room', 'psyshock', 'foul-play', 'round', 'stored-power', 'scald', 'heal-pulse', 'bulldoze', 'belch', 'psychic-terrain', 'liquidation', 'expanding-force', 'tera-blast', 'snowscape', 'chilling-water'",'psychic'
1028,slugma,50,7,slugma,316,350,"'magma-armor', 'flame-body', 'weak-armor'","'body-slam', 'double-edge', 'ember', 'flamethrower', 'rock-throw', 'toxic', 'mimic', 'double-team', 'recover', 'harden', 'smokescreen', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'smog', 'fire-blast', 'amnesia', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'nature-power', 'yawn', 'secret-power', 'overheat', 'rock-tomb', 'iron-defense', 'natural-gift', 'guard-swap', 'earth-power', 'lava-plume', 'captivate', 'flame-burst', 'flame-charge', 'after-you', 'round', 'clear-smog', 'incinerate', 'inferno', 'confide', 'infestation'",'fire'
