,pokemon,base_experience,height,name,order,weight,abilities,moves,types,color
344,sirfetchd,177,8,sirfetchd,1049,1170,"['steadfast', 'scrappy']","['swords-dance', 'slam', 'sand-attack', 'body-slam', 'leer', 'peck', 'focus-energy', 'rest', 'substitute', 'snore', 'protect', 'detect', 'endure', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'sunny-day', 'rock-smash', 'facade', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'knock-off', 'iron-defense', 'leaf-blade', 'close-combat', 'assurance', 'poison-jab', 'brave-bird', 'defog', 'round', 'retaliate', 'final-gambit', 'work-up', 'first-impression', 'solar-blade', 'throat-chop', 'brutal-swing', 'meteor-assault', 'grassy-glide', 'coaching', 'dual-wingbeat']",['fighting'],white
345,sizzlipede,61,7,sizzlipede,1034,10,"['flash-fire', 'white-smoke', 'flame-body']","['slam', 'wrap', 'bite', 'ember', 'fire-spin', 'smokescreen', 'defense-curl', 'leech-life', 'rest', 'substitute', 'flame-wheel', 'snore', 'protect', 'endure', 'rollout', 'attract', 'sleep-talk', 'sunny-day', 'crunch', 'heat-wave', 'facade', 'knock-off', 'bug-buzz', 'power-whip', 'bug-bite', 'venoshock', 'coil', 'round', 'scald', 'struggle-bug', 'heat-crash', 'lunge', 'fire-lash', 'burn-up', 'brutal-swing', 'skitter-smack', 'scorching-sands']","['fire', 'bug']",red
346,skarmory,163,17,skarmory,328,505,"['keen-eye', 'sturdy', 'weak-armor']","['swords-dance', 'cut', 'wing-attack', 'whirlwind', 'fly', 'sand-attack', 'fury-attack', 'double-edge', 'leer', 'roar', 'peck', 'drill-peck', 'counter', 'toxic', 'agility', 'mimic', 'double-team', 'swift', 'sky-attack', 'flash', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'spikes', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'metal-claw', 'hidden-power', 'twister', 'sunny-day', 'rock-smash', 'torment', 'facade', 'taunt', 'secret-power', 'air-cutter', 'rock-tomb', 'metal-sound', 'sand-tomb', 'aerial-ace', 'iron-defense', 'roost', 'natural-gift', 'feint', 'pluck', 'tailwind', 'payback', 'assurance', 'guard-swap', 'dark-pulse', 'night-slash', 'air-slash', 'x-scissor', 'brave-bird', 'flash-cannon', 'defog', 'iron-head', 'captivate', 'stealth-rock', 'ominous-wind', 'autotomize', 'round', 'sky-drop', 'confide', 'body-press', 'steel-beam', 'dual-wingbeat']","['steel', 'flying']",gray
347,skitty,52,6,skitty,403,110,"['cute-charm', 'normalize', 'wonder-skin']","['double-slap', 'headbutt', 'tackle', 'body-slam', 'double-edge', 'tail-whip', 'growl', 'sing', 'ice-beam', 'blizzard', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'mud-slap', 'foresight', 'icy-wind', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'uproar', 'facade', 'helping-hand', 'wish', 'assist', 'secret-power', 'hyper-voice', 'fake-tears', 'tickle', 'cosmic-power', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'wake-up-slap', 'natural-gift', 'payback', 'copycat', 'last-resort', 'sucker-punch', 'mud-bomb', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'simple-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'wild-charge', 'disarming-voice', 'play-rough', 'confide']",['normal'],pink
348,skorupi,66,8,skorupi,577,120,"['battle-armor', 'sniper', 'keen-eye']","['swords-dance', 'cut', 'whirlwind', 'sand-attack', 'headbutt', 'poison-sting', 'twineedle', 'pin-missile', 'leer', 'bite', 'strength', 'dig', 'toxic', 'agility', 'screech', 'double-team', 'confuse-ray', 'flash', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'taunt', 'brick-break', 'knock-off', 'secret-power', 'poison-fang', 'rock-tomb', 'aerial-ace', 'poison-tail', 'natural-gift', 'acupressure', 'payback', 'assurance', 'fling', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'night-slash', 'aqua-tail', 'x-scissor', 'bug-buzz', 'cross-poison', 'captivate', 'bug-bite', 'hone-claws', 'venoshock', 'round', 'struggle-bug', 'fell-stinger', 'confide', 'infestation', 'skitter-smack']","['poison', 'bug']",purple
349,slakoth,56,8,slakoth,390,240,['truant'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'toxic', 'mimic', 'double-team', 'metronome', 'fire-blast', 'amnesia', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'pursuit', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'yawn', 'secret-power', 'slack-off', 'crush-claw', 'rock-tomb', 'tickle', 'aerial-ace', 'bulk-up', 'mud-shot', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'sucker-punch', 'poison-jab', 'night-slash', 'seed-bomb', 'x-scissor', 'shadow-claw', 'zen-headbutt', 'gunk-shot', 'captivate', 'hone-claws', 'after-you', 'round', 'chip-away', 'incinerate', 'retaliate', 'work-up', 'play-rough', 'confide', 'power-up-punch', 'throat-chop', 'tera-blast', 'chilling-water']",['normal'],brown
350,slither-wing,,32,slither-wing,984,920,"['protosynthesis', 'protosynthesis']","['gust', 'whirlwind', 'stomp', 'body-slam', 'take-down', 'thrash', 'ember', 'hyper-beam', 'low-kick', 'poison-powder', 'stun-spore', 'earthquake', 'leech-life', 'rest', 'substitute', 'reversal', 'protect', 'sandstorm', 'giga-drain', 'endure', 'sleep-talk', 'morning-sun', 'rain-dance', 'sunny-day', 'heat-wave', 'will-o-wisp', 'facade', 'superpower', 'brick-break', 'aerial-ace', 'bulk-up', 'u-turn', 'close-combat', 'flare-blitz', 'bug-buzz', 'giga-impact', 'zen-headbutt', 'bug-bite', 'heavy-slam', 'flame-charge', 'low-sweep', 'acrobatics', 'wild-charge', 'hurricane', 'first-impression', 'lunge', 'stomping-tantrum', 'body-press', 'dual-wingbeat', 'tera-blast', 'trailblaze']","['bug', 'fighting']",red
351,slowbro,172,16,slowbro,127,785,"['oblivious', 'own-tempo', 'regenerator']","['mega-punch', 'pay-day', 'ice-punch', 'stomp', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'slack-off', 'weather-ball', 'signal-beam', 'muddy-water', 'aerial-ace', 'iron-defense', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'razor-shell', 'confide', 'psychic-terrain', 'liquidation', 'body-press', 'expanding-force', 'tera-blast', 'snowscape', 'chilling-water']","['water', 'psychic']",pink
352,slowking,172,20,slowking,130,795,"['oblivious', 'own-tempo', 'regenerator']","['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'dig', 'toxic', 'confusion', 'psychic', 'mimic', 'double-team', 'light-screen', 'reflect', 'metronome', 'fire-blast', 'waterfall', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'slack-off', 'weather-ball', 'rock-tomb', 'signal-beam', 'muddy-water', 'iron-defense', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'trump-card', 'aqua-tail', 'power-gem', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'scald', 'heal-pulse', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'razor-shell', 'confide', 'power-up-punch', 'laser-focus', 'psychic-terrain', 'liquidation', 'expanding-force', 'tera-blast', 'chilly-reception', 'snowscape', 'chilling-water']","['water', 'psychic']",pink
353,slowpoke,63,12,slowpoke,125,360,"['oblivious', 'own-tempo', 'regenerator']","['pay-day', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'mud-sport', 'slack-off', 'weather-ball', 'signal-beam', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'me-first', 'aqua-tail', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'belch', 'confide', 'psychic-terrain', 'liquidation', 'expanding-force', 'tera-blast', 'snowscape', 'chilling-water']","['water', 'psychic']",pink
354,slugma,50,7,slugma,316,350,"['magma-armor', 'flame-body', 'weak-armor']","['body-slam', 'double-edge', 'ember', 'flamethrower', 'rock-throw', 'toxic', 'mimic', 'double-team', 'recover', 'harden', 'smokescreen', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'smog', 'fire-blast', 'amnesia', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'nature-power', 'yawn', 'secret-power', 'overheat', 'rock-tomb', 'iron-defense', 'natural-gift', 'guard-swap', 'earth-power', 'lava-plume', 'captivate', 'flame-burst', 'flame-charge', 'after-you', 'round', 'clear-smog', 'incinerate', 'inferno', 'confide', 'infestation']",['fire'],red
355,smeargle,88,12,smeargle,335,580,"['own-tempo', 'technician', 'moody']",['sketch'],['normal'],white
356,smoochum,61,4,smoochum,199,60,"['oblivious', 'forewarn', 'hydration']","['pound', 'mega-punch', 'ice-punch', 'mega-kick', 'body-slam', 'double-edge', 'sing', 'ice-beam', 'blizzard', 'counter', 'seismic-toss', 'toxic', 'confusion', 'psychic', 'meditate', 'mimic', 'double-team', 'light-screen', 'reflect', 'metronome', 'lick', 'dream-eater', 'lovely-kiss', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'powder-snow', 'protect', 'sweet-kiss', 'mud-slap', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'dynamic-punch', 'encore', 'sweet-scent', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'fake-out', 'uproar', 'hail', 'facade', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'fake-tears', 'signal-beam', 'covet', 'calm-mind', 'water-pulse', 'miracle-eye', 'wake-up-slap', 'natural-gift', 'payback', 'fling', 'lucky-chant', 'copycat', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'frost-breath', 'heart-stamp', 'draining-kiss', 'confide', 'aurora-veil']","['ice', 'psychic']",pink
357,sneasel,86,9,sneasel,312,280,"['inner-focus', 'keen-eye', 'pickpocket']","['mega-punch', 'ice-punch', 'scratch', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'take-down', 'double-edge', 'leer', 'bite', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'counter', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'mimic', 'screech', 'double-team', 'defense-curl', 'reflect', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'foresight', 'icy-wind', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'fake-out', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'assist', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'crush-claw', 'fake-tears', 'aerial-ace', 'calm-mind', 'water-pulse', 'natural-gift', 'feint', 'payback', 'embargo', 'fling', 'punishment', 'poison-jab', 'dark-pulse', 'x-scissor', 'giga-impact', 'nasty-plot', 'avalanche', 'ice-shard', 'shadow-claw', 'psycho-cut', 'captivate', 'double-hit', 'hone-claws', 'low-sweep', 'foul-play', 'round', 'retaliate', 'snarl', 'icicle-crash', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'lash-out', 'triple-axel', 'tera-blast', 'snowscape', 'trailblaze']","['dark', 'ice']",black
358,snivy,62,6,snivy,610,81,"['overgrow', 'contrary']","['swords-dance', 'cut', 'bind', 'slam', 'vine-whip', 'tackle', 'wrap', 'leer', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'glare', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pursuit', 'sweet-scent', 'iron-tail', 'synthesis', 'hidden-power', 'twister', 'sunny-day', 'mirror-coat', 'torment', 'facade', 'nature-power', 'taunt', 'knock-off', 'snatch', 'secret-power', 'aerial-ace', 'magical-leaf', 'calm-mind', 'leaf-blade', 'natural-gift', 'wring-out', 'gastro-acid', 'worry-seed', 'aqua-tail', 'seed-bomb', 'energy-ball', 'defog', 'leaf-storm', 'captivate', 'grass-knot', 'coil', 'round', 'grass-pledge', 'work-up', 'leaf-tornado', 'grassy-terrain', 'confide']",['grass'],green
359,snom,37,3,snom,1056,38,"['shield-dust', 'ice-scales']","['rest', 'substitute', 'snore', 'powder-snow', 'protect', 'icy-wind', 'endure', 'attract', 'sleep-talk', 'mirror-coat', 'facade', 'icicle-spear', 'bug-buzz', 'bug-bite', 'round', 'struggle-bug', 'fairy-wind', 'skitter-smack', 'tera-blast', 'pounce']","['ice', 'bug']",white
360,snorlax,189,21,snorlax,235,4600,"['immunity', 'thick-fat', 'gluttony']","['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'toxic', 'psychic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'reflect', 'bide', 'metronome', 'self-destruct', 'lick', 'fire-blast', 'skull-bash', 'amnesia', 'psywave', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'belly-drum', 'mud-slap', 'zap-cannon', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'uproar', 'stockpile', 'swallow', 'facade', 'focus-punch', 'superpower', 'recycle', 'brick-break', 'yawn', 'snatch', 'secret-power', 'hyper-voice', 'rock-tomb', 'block', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'gastro-acid', 'last-resort', 'seed-bomb', 'focus-blast', 'giga-impact', 'zen-headbutt', 'rock-climb', 'gunk-shot', 'iron-head', 'captivate', 'smack-down', 'heavy-slam', 'after-you', 'round', 'chip-away', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'heat-crash', 'belch', 'confide', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'stomping-tantrum', 'body-press', 'steel-roller', 'terrain-pulse']",['normal'],black
361,snorunt,60,7,snorunt,480,168,"['inner-focus', 'ice-body', 'moody']","['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'disable', 'ice-beam', 'blizzard', 'toxic', 'mimic', 'double-team', 'light-screen', 'bide', 'flash', 'rest', 'substitute', 'snore', 'spite', 'powder-snow', 'protect', 'spikes', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'crunch', 'shadow-ball', 'hail', 'facade', 'helping-hand', 'secret-power', 'astonish', 'weather-ball', 'fake-tears', 'block', 'water-pulse', 'natural-gift', 'switcheroo', 'avalanche', 'ice-shard', 'ice-fang', 'captivate', 'round', 'hex', 'frost-breath', 'icicle-crash', 'confide', 'tera-blast', 'ice-spinner', 'snowscape', 'trailblaze', 'chilling-water']",['ice'],gray
362,snover,67,10,snover,584,505,"['snow-warning', 'soundproof']","['mega-punch', 'ice-punch', 'swords-dance', 'stomp', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'mist', 'ice-beam', 'blizzard', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'skull-bash', 'flash', 'rest', 'substitute', 'snore', 'powder-snow', 'protect', 'mud-slap', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'synthesis', 'hidden-power', 'rain-dance', 'shadow-ball', 'hail', 'facade', 'helping-hand', 'role-play', 'ingrain', 'secret-power', 'weather-ball', 'grass-whistle', 'sheer-cold', 'bullet-seed', 'magical-leaf', 'water-pulse', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'avalanche', 'ice-shard', 'leaf-storm', 'captivate', 'grass-knot', 'wood-hammer', 'round', 'frost-breath', 'confide', 'leafage', 'grassy-glide', 'tera-blast', 'ice-spinner', 'snowscape', 'trailblaze', 'chilling-water']","['grass', 'ice']",white
363,snubbull,60,6,snubbull,306,78,"['intimidate', 'run-away', 'rattled']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'roar', 'flamethrower', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'metronome', 'lick', 'fire-blast', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'focus-punch', 'smelling-salts', 'taunt', 'superpower', 'brick-break', 'secret-power', 'hyper-voice', 'fake-tears', 'overheat', 'bulk-up', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'close-combat', 'payback', 'fling', 'last-resort', 'thunder-fang', 'ice-fang', 'fire-fang', 'captivate', 'round', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'snarl', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch']",['fairy'],pink
364,solosis,58,3,solosis,699,10,"['overcoat', 'magic-guard', 'regenerator']","['psybeam', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'night-shade', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'reflect', 'dream-eater', 'flash', 'psywave', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'signal-beam', 'iron-defense', 'calm-mind', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'heal-block', 'power-swap', 'guard-swap', 'energy-ball', 'zen-headbutt', 'flash-cannon', 'trick-room', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'stored-power', 'ally-switch', 'confide', 'infestation', 'psychic-terrain', 'expanding-force', 'steel-roller']",['psychic'],green
365,solrock,161,12,solrock,451,1540,['levitate'],"['swords-dance', 'tackle', 'body-slam', 'double-edge', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'rock-throw', 'earthquake', 'toxic', 'confusion', 'psychic', 'hypnosis', 'mimic', 'double-team', 'harden', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'fire-blast', 'swift', 'dream-eater', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sandstorm', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'morning-sun', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'weather-ball', 'overheat', 'rock-tomb', 'cosmic-power', 'signal-beam', 'sand-tomb', 'iron-defense', 'calm-mind', 'rock-blast', 'gravity', 'gyro-ball', 'natural-gift', 'embargo', 'heal-block', 'power-swap', 'flare-blitz', 'rock-polish', 'earth-power', 'giga-impact', 'zen-headbutt', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'smack-down', 'round', 'stored-power', 'ally-switch', 'incinerate', 'acrobatics', 'bulldoze', 'confide', 'laser-focus', 'psychic-terrain', 'stomping-tantrum', 'meteor-beam']","['rock', 'psychic']",red
366,spearow,52,3,spearow,30,20,"['keen-eye', 'sniper']","['razor-wind', 'whirlwind', 'fly', 'headbutt', 'fury-attack', 'take-down', 'double-edge', 'leer', 'growl', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'detect', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'assurance', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'work-up', 'drill-run', 'confide']","['normal', 'flying']",brown
